PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19
5.067970553419118,-0.390152113774138,2.8991170410797165,0.20236188163326466,-1.336355513133211,0.21393398929458088,0.4858031067840991,0.2654055539201388,-0.8423880462198049,-2.6264305680474322,-0.36806739616285367,0.45517528982471556,-0.5727581938411179,0.9419614687164997,0.2684112601845741,1.1344401376620423,-0.241925223983625,1.0355869660923107,0.6234346895871009
-2.9589440613204028,-0.008251409359872185,-1.5938142694711013,0.35195039943696516,-0.5610646239449879,2.221893343748237,0.25165271563464575,0.09614673170971057,0.7867396220577957,-0.6506907834978408,-0.32099271483475,0.4872985567378823,0.1671882701899177,0.5852040795416027,-0.5631924641025557,0.22039704576721145,-0.06302052601217052,0.08227390143463068,-0.17791940528930048
2.4547025887927525,-0.8001520519187125,-0.5677096267800487,-0.6428515590725207,-0.37904887116455704,-0.5923091666463528,-1.426239745525681,-0.17589728165323273,-0.7443734907905822,0.7632036971514737,-0.7939545997503857,-0.3229836254272277,-0.011876231518545922,0.9650469113900775,-0.42651842891012154,0.0017904486702935436,-0.9645691206868287,-0.6327180948274223,0.9675213656064071
-2.7531406656314776,-1.589501682882866,-0.5881870404977936,-0.45175905570775265,1.3374410347259744,0.639179296444241,-0.04582224529753782,-0.44684181045967725,-0.5302227001844357,1.3829059620606294,-0.8010443216783124,0.3811471146397536,-0.05703512007450171,0.6825001305028903,0.03700461296815834,-0.03784655263472468,-0.13657510598180797,-0.06637519359704125,0.19917485954084738
-0.7249362931910144,0.4001417158404023,-0.47286280275014553,-0.4819185683829731,0.826022518143836,-0.8666648899861136,2.0305563741609194,-0.371598287692065,-0.930035429187264,0.8225013511642857,0.5239578559726085,0.3103997154548152,-1.3083861551477496,0.4128981484816268,0.7043557747560372,-0.369798459088621,-0.15618122199454815,-0.18190917501871587,0.21831637011715532
0.39381621304371145,1.6933072888187668,-0.9828258723844161,0.5359450200372274,-0.0386588212186133,-0.331003620776329,-1.1832858720557542,-0.25643698704833184,-1.0013958256023876,1.0672402318824894,0.5670489830725264,-0.9420478042101098,0.2149716896253542,0.07954057144731452,0.34534146622183165,-0.0975685479630883,-0.032696255200300395,0.21777381695995993,-0.5693443382297956
0.5399734959876549,0.9060440440357438,0.9886201364714646,-0.542320546961833,-1.9272953272245354,0.8535952188666032,-0.030577924200746353,-0.18716890517014895,-0.6186610096868637,0.21788857042995802,-0.034388508107245926,-0.5984306025148939,0.9645481677091219,0.6468092112364228,0.5361507929236107,-0.12584340530878288,0.13170219969599167,0.5925779738087035,-0.142328358490603
-2.4603064511837167,-0.7644735031404847,0.3341974655986806,0.45688868472831373,0.9309801049744663,-0.7778571916889329,0.1842890313957633,-0.4482056321869272,-1.5113880381904659,1.0305289545800531,-0.05633225317088932,-0.45111361132026034,-0.5725289331967361,-0.3199743495369899,-0.2528290792945802,0.20977229588433613,-0.01195078848928854,0.19669277674700342,-0.1098876549557809
-2.726844389217838,-1.107798905522086,1.175390561394074,1.939948010168968,1.4527151848540332,-0.11067896843275353,-0.6673502619448015,-0.07587530192633006,-1.3088620974470575,-0.7008445909150818,-0.1977329060936508,-0.7044318522450569,-0.9024466038812973,-0.17287591103434147,0.6756571913302155,0.5905377206697606,-0.6225665133029277,-0.1543851269348573,0.24006170781466135
-5.032736598535066,0.789372588880082,0.6220056283378714,1.4658009241345213,0.633372669021982,-1.326070881017673,-0.04006485220778567,0.022945295141320137,0.8907165604932564,-1.2211079627359427,-1.2182287526622033,-1.266811430386751,-2.1231421790680516,1.2492154947022065,-1.6140744275477392,-0.08090394000714352,1.117916105367522,2.7416793135012485,-0.1885448189579825
-1.553391541817821,-3.3715481718255185,1.3944130507631745,-1.2729439433737433,-0.644196185467426,-1.986662897960835,-1.7383193156644512,-0.12599653146193984,1.0056585969854894,-0.23839763424245186,0.9229716182814238,-0.03205813276755878,-0.34631352971501694,-0.06090507883199479,0.24681542983966845,-0.4177804445162886,-0.05601896897112174,0.5749334054830763,-0.06861147349523268
4.052373359551202,-2.084592039937455,-1.244475777378533,-1.499053164715463,-1.4436912605001795,0.8707975725398087,1.222889116887613,0.14918837733861465,-0.32085537497606004,-1.4461451408185415,-0.033849659029738584,-0.3413667804721136,-0.3880742735664405,1.2482092556014883,-0.14607618053697358,-0.015025769550030724,0.8402336161246735,-0.28436090094088096,1.7407879304638345
-1.9216188772840939,1.642351791611545,-0.9854358816983904,1.2447983151383657,-1.152069720276695,0.8178439499929191,0.6540191202213186,-0.013740931672952166,0.024039340741388214,-0.1906356781688913,0.5852497259711765,-0.2851788087520112,-0.791976907760036,0.3188016550551815,-0.711052881296282,0.5598413597769342,-0.31138029037713705,-0.2927228761982372,-0.1936147777759347
-1.50916562497502,-3.2017829389987513,0.9222625704216049,-0.13960582792837417,-0.18667903328266303,-1.8046200472382232,-0.9266733124810144,-0.11073925187052937,-0.8102592097552707,0.05850170780315906,-0.8043814729659877,-0.09293163120645652,1.203465385171764,0.1441571678220397,0.4955714974647793,-0.5809628929151803,0.4062448796208314,0.6049890029549098,0.03676355704702964
4.839735825426895,0.041203689650666224,0.782094398806339,3.6083697591968953,-0.4032794187065875,0.19447501238208162,-0.9831849894595375,0.3535679690370101,0.8086176370362187,-0.5918075843524573,0.5778375738163336,-0.9682101236626768,-0.2243310012508794,0.48449362807427754,-0.68163847806476,-0.4321739080567289,0.22264731910608102,-1.8808711805660834,0.05831777915617762
-3.360995444452443,0.865116478568351,0.6348062377531408,-0.8598651786670275,0.8445270534459964,-0.2598630455915555,0.30539843619550866,-0.06913913393174724,-0.31046794018844753,-0.28760775305585895,-0.3035665772278096,-0.43749342042868655,1.0476596805109395,0.122254941997083,0.2062243177652889,0.2178838105514478,0.1168199370096854,0.22191742205333684,-0.055401439604224466
0.38909259039992555,-1.3731403789638061,0.2528507733426768,-0.3296815523850159,-1.1828794731080852,-1.2788809586473922,-2.2685130438467347,0.1801797498728623,-0.867091611462432,-1.5833156829157224,-0.9151979232913724,0.17564161509962753,-0.06230065723753018,1.2473866490412826,-1.1450993507139,-0.3066700588378589,0.4008633203449394,-0.3706749665638313,1.7962733778926312
